host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
1956,Nell,2014/11/2,"New York, NY",,,0.59 ,0.98 ,f,Prospect Heights,1,1,"['email', 'phone']",t,t
1957,Alex,2020/10/11,"New York, NY",,within an hour,1.00 ,0.90 ,f,Jamaica,3,4,"['email', 'phone']",t,t
1958,Vaida,2012/10/25,"New York, NY","I study Anthropology at the New School. I am open-minded and friendly. I love
music, traveling, yoga, riding my bike  and reading books.
",,0.02 ,0.74 ,f,Bedford-Stuyvesant,2,5,"['email', 'phone']",t,t
1959,Charles,2015/5/4,"New York, NY","I am a second-year NYU Law student who enjoys hiking, fishing, and standup comedy.",,0.71 ,0.29 ,f,Lower East Side,1,2,"['email', 'phone']",t,t
1960,Olu,2019/8/26,"New York, NY",,within an hour,1.00 ,0.97 ,f,Jamaica,3,3,"['email', 'phone']",t,t
1961,Philippe,2015/4/14,"Rye, NY","Young professionals living in central Manhattan. 
From Argentina/France
Speak Spanish, French and English fluently
",,0.75 ,0.90 ,f,Midtown,1,1,"['email', 'phone']",t,t
1962,Hannah,2015/8/21,"New York, NY","I'm clean, friendly, and outgoing; I'm an ESL history high school teacher in NYC and a liberal Texan who loves to travel and see the world. In 2019, I travelled to Puerto Rico, Egypt, Pakistan, and the UK. In 2020, I鈥檒l visit Austin, Las Vegas & the Grand Canyon, Greece, Turkey, and.... probably someplace else. 

Sometimes my boyfriend in NYC helps with welcoming AirBnb guests while I鈥檓 traveling. He is also very friendly :)",,0.37 ,0.06 ,f,Hamilton Heights,3,3,"['email', 'phone']",t,t
1963,Jeremy,2015/12/4,"New York, NY",,,0.50 ,0.25 ,f,Bushwick,1,1,"['email', 'phone']",t,t
1964,Lara Nicole,2010/5/2,"New York, NY","I lived in different parts of America and traveled the world quite a bit... 
I hold a degree in finance/economics.
",within an hour,1.00 ,0.96 ,t,Hell's Kitchen,4,6,"['email', 'phone']",t,t
1965,Maria,2011/5/16,"New York, NY",,within a few hours,0.78 ,1.00 ,f,Greenwich Village,2,2,"['email', 'phone']",t,t
1966,Allon,2013/5/26,"New York, NY","We're a married couple who have called Fort Greene, Brooklyn, home for many years. I'm a food writer; we also own a small neighborhood cafe. We love getting to know new people and enjoy introducing visitors to New York, whether it's sharing a great place to grab a bite, take a stroll, or soak up some city culture.",within a few hours,1.00 ,0.92 ,t,Fort Greene,1,2,"['email', 'phone']",t,t
1967,Bobby,2015/8/7,"New York, NY","Living in NYC currently, figuring out where I want to set up roots ",within an hour,1.00 ,0.87 ,f,Chelsea,2,6,"['email', 'phone', 'work_email']",t,t
1968,Alex,2014/3/19,"New York, NY",34 year old non profit lawyer living in Brooklyn,,0.21 ,0.41 ,f,Prospect Heights,1,2,"['email', 'phone']",t,t
1969,Leela,2016/3/2,"New York, NY",,within an hour,1.00 ,0.98 ,t,Long Island City,3,3,"['email', 'phone']",t,t
1970,Joseph,2014/3/3,"New York, United States",,,0.93 ,0.23 ,f,Williamsburg,1,1,"['email', 'phone']",t,f
1971,Syed,2020/6/19,"New York, United States",,within an hour,1.00 ,0.97 ,f,East Flatbush,4,5,"['email', 'phone']",t,t
1972,Winnie & Andy,2017/7/25,"New York, United States",,,0.89 ,0.49 ,f,Midtown,4,4,"['email', 'phone']",t,t
1973,Geraldine,2016/4/25,,,within an hour,1.00 ,1.00 ,f,Gowanus,1,4,"['email', 'phone']",t,t
1974,Frances,2016/5/10,"Hastings-on-Hudson, NY","I鈥檓 a musician and herbalist and I love renting my room out to fellow travelers while I鈥檓 also traveling! My room is a cozy, sacred space filled with good vibes and art objects. I hope you enjoy using it as a place to rest and relax while exploring New York City.",,0.56 ,0.92 ,f,Bushwick,1,1,"['email', 'phone']",t,t
1975,Angie,2018/6/14,"New York, NY","Lived in London, Chicago and Boston before moving to New York",within an hour,1.00 ,0.96 ,f,,7,23,"['email', 'phone']",t,t
1976,Noma,2015/9/13,"New York, NY","Graphic designer, avid traveler, amateur sewist and wannabe cool mom. I live with my British ex-pat husband and headstrong 10 year-old daughter. We split our time between Brooklyn, NY and northwestern NJ for a best-of-both worlds combo of town & country. As a guest I would treat your house as my own. As a host, I hope you would do the same. ",within a few hours,1.00 ,0.94 ,t,Clinton Hill,1,2,"['email', 'phone']",t,t
1977,Churchill,2013/10/14,"New York, NY","We have been providing vacation rental apartments for over 10 years across the East Coast. We are known for our distinctively furnished apartments in popular locations, and for our attentive service. You鈥檒l find that our rates are quite reasonable. If you're looking for a safe, comfortable place with fabulous amenities and Wi-Fi (we know you need the Wi-Fi!) in the Boston MA area, Washington DC, Miami FL or very close to NYC in Jersey City or Hoboken, we'd love to host you. Many of the buildings where our apartments are located feature amenities such as beautiful lobbies, 24 hour front desk staff, fitness centers, business centers, recreation rooms, indoor or outdoor pools and whirlpools. If you are traveling with children, some buildings offer playgrounds (many buildings are near public playgrounds as well) or indoor playrooms. Depending on the location, you can stay for just a few days, a week, a month or more. 

We offer an assortment of short-term apartments in sizes ranging from a studio to three bedrooms that are fully furnished with all the comforts of home. Our local staff meticulously prepares your apartment before your arrival, and we offer 24 hour assistance for any emergencies after business hours. When you arrive at your apartment, the beds will be made, towels and bath amenities will be stocked in the bathrooms, and the coffee maker will be set up in the kitchen with some sample coffees, sweetener and creamer (teabags too if that is your preference) to start your morning off properly. If you鈥檇 like to cook a meal, the kitchen is stocked with dishes, cutlery, glassware and pots and pans. The living room is set up with a TV and cable channels, and the Wi-Fi router password and instructions will be prominently displayed so you can get connected quickly. You can also make local and toll-free phone calls at no charge. 

Please contact us to confirm the exact availability of the apartment you are interested in. We鈥檇 love to host you (and your family) for your vacation or business trip. ",within an hour,0.99 ,0.62 ,f,Cambridge,327,383,"['email', 'phone']",t,t
1978,Nora,2015/6/19,"New York, NY",,,0.52 ,0.42 ,f,Alphabet City,1,1,"['email', 'phone']",t,f
1979,Ana,2020/3/4,"New York, NY","Hi, I am Anastasia, from Ukraine originally, been living in NYC for 10 years. I am active and love to travel.

I am excited to meet you, share my quiet and peaceful place with you, and make sure you have wonderful memorable experience.",within an hour,1.00 ,0.93 ,t,,2,3,"['email', 'phone']",t,t
1980,Nancy,2015/6/17,"New York, NY",,within a few hours,1.00 ,0.50 ,f,Washington Heights,1,1,"['email', 'phone']",t,t
1981,Ruth,2016/1/22,"New York, NY", love to travel and enjoy life. :-),within an hour,1.00 ,0.99 ,t,,3,3,"['email', 'phone']",t,t
1982,Ken,2014/4/25,"New York, NY",,,0.73 ,0.61 ,f,Williamsburg,1,1,"['email', 'phone']",t,t
1983,Adam,2017/6/14,"New York, NY","Hi, I am an avid traveler and love airbnb as both a guest and a host. My girlfriend and I enjoy playing tennis, exploring the city's quirky spots, and eating great food. If you want any suggestions for ""off-the-beaten path"" places to visit in NYC, please ask us. We hope to host you soon! Travel well!",,0.52 ,1.00 ,f,West Village,1,1,"['email', 'phone', 'work_email']",t,t
1984,Jimmy,2015/8/3,"New York, NY",,,0.53 ,0.74 ,f,Morrisania,2,2,"['email', 'phone']",t,t
1985,Michael,2011/6/2,"New York, NY",[ ],within an hour,1.00 ,1.00 ,f,,1,1,"['email', 'phone', 'work_email']",t,t
1986,Andy,2014/4/16,"New York, NY","Photographer, Landscapes, architecture, commercial, events, 鈥︹€?.

""You never get a second chance to make a great first impression. Within a few seconds, with just a glance, people have judged your social and economic level, your level of education, and even your level of success. Within minutes, they've also decided your levels of intelligence, trustworthiness, competence, friendliness and confidence. Although these evaluations happen in an instant, they can last for years: first impressions are often indelible."" 鈥?Olivia Fox Cabane
",within a few hours,0.90 ,0.70 ,t,Harlem,3,4,"['email', 'phone']",t,t
1987,Chau,2014/3/2,"San Diego, CA","I'm a full time mom. I was born and raised in Vietnam until I was 14. I love to travel,  dance tango and any other Latin dances, meet new people from all over the world, learn new culture and try new cuisine!",within a few hours,1.00 ,1.00 ,f,Jamaica,3,6,"['email', 'phone']",t,t
1988,Illy,2013/9/23,"New York, NY",,within an hour,1.00 ,0.92 ,f,Financial District,2,5,"['email', 'phone']",t,t
1989,Michael,2013/7/2,"New York, NY","I moved to Manhattan almost  right after graduating college and have since lived in almost every neighborhood. I  am a member of several local organizations for more than a decade. I  own properties in 3 different Manhattan neighborhoods.
I enjoy skiing,boating, billiards and tennis and have recently enjoyed a beginning in yoga. I would like to re- take up racquetball and golf which I used to play when I had more time and I love to travel.",within an hour,1.00 ,0.63 ,t,Chelsea,19,24,"['email', 'phone']",t,t
1990,Untitled,2017/11/16,"New York, NY","We are UNTITLED 3 freeman alley!
Urban hotel rooms in the heart of New York City. Located in the lower east side. Freeman alley. Everything you need for your next stay. ",within an hour,1.00 ,1.00 ,t,Greenpoint,200,212,"['email', 'phone']",t,t
1991,Nicole,2012/8/28,"New York, NY","I'm from New Jersey, United States and I love traveling the world and getting to know people from all walks of life!  I look forward to exploring your area soon. 

We moved to New York City in 2016 and have absolutely loved the city life.  We want everyone who visits New York City to love it as much as we do!
",within an hour,1.00 ,1.00 ,f,,1,1,"['email', 'phone']",t,t
1992,Sofia,2013/11/18,"New York, NY","Occupational therapy practitioner, Brazilian born, Tennessee bred, mom.",,0.59 ,1.00 ,f,Williamsburg,1,2,"['email', 'phone']",t,t
1993,John,2012/6/10,"New York, NY",Journalist from NYC: (Email hidden by Airbnb),,0.93 ,0.47 ,f,West Village,1,1,"['email', 'phone']",t,t
1994,Lorraine,2016/1/21,,,within an hour,1.00 ,0.91 ,f,,3,3,"['email', 'phone']",t,t
1995,M Mainul,2016/11/23,"New York, NY","I am an I T analyst, I like to travel around the globe!!.",within an hour,0.90 ,0.98 ,f,Flushing,1,1,"['email', 'phone', 'work_email']",t,t
1996,James,2020/3/1,"New York, United States","A friendly, accommodating host as well as a neat guest, with a knack for exploring.",within an hour,0.88 ,0.48 ,f,Bushwick,1,1,"['email', 'phone']",t,t
1997,Cherna,2019/6/5,,,within an hour,1.00 ,0.92 ,f,East New York,3,5,"['email', 'phone']",t,t
1998,Marcelo,2014/7/13,"New York, NY",,,0.60 ,0.39 ,f,Hudson Square,1,4,"['email', 'phone']",t,t
1999,Justin,2020/10/14,"New York, NY",,within an hour,0.99 ,1.00 ,t,,101,106,"['email', 'phone']",t,t
2000,Blue Angel Hotel,2015/11/15,"New York, NY",,within a few hours,0.97 ,0.96 ,t,,7,9,"['email', 'phone']",t,t
2001,Ysancis,2021/5/19,,,within an hour,1.00 ,1.00 ,t,Southeast Yonkers,1,1,"['email', 'phone']",t,t
2002,Jose,2016/2/10,"New York, NY",I am an on camera tv journalist and TV producer...mostly working in NY and other parts of  USA to cover stories. ,within an hour,1.00 ,1.00 ,f,Sunnyside,6,6,"['email', 'phone']",t,t
2003,UBliss,2013/1/31,"Jersey City, NJ","Luxury short term apartment rentals to leisure , business and group travelers
Why stay in a hotel if we offer you more space and better rates!",within a day,0.86 ,0.38 ,f,Journal Square,8,38,"['email', 'phone']",t,f
2004,Eliza,2016/10/22,,,within a few hours,0.99 ,0.94 ,f,Midtown East,3,3,"['email', 'phone']",t,t
2005,Hudson River,2021/12/13,"New York, NY","New York City,  Manhattan West, Affordable Hip Hotel, Hudson Yard, Javit Center, High Line, Vessel,  Wax Museum, Time Square, Cozy Cafe,  Shopping, High-End Restaurant, Night Life, City That Never Sleeps",within an hour,0.89 ,0.99 ,f,Flushing,23,32,"['email', 'phone']",t,t
2006,Alex,2017/12/16,"New York, United States","I enjoy going to live shows at the local venues in the area, traveling, and frequenting the endless awesome bars and restaurants Brooklyn has to offer.",within an hour,0.86 ,0.99 ,t,Williamsburg,1,1,['phone'],t,t
2007,Sara,2018/1/9,"New York, NY","I am an easy going laid back people person.  I'm a mother of 4 beautiful kids.  I am very clean and appreciate clean environment, very considerate and a nice person over all. I get along well with different types of people.  However,  I still love my quiet and alone time. ",within an hour,1.00 ,0.88 ,f,Jamaica,3,3,"['email', 'phone']",t,t
2008,Maria,2019/6/22,,,within a few hours,1.00 ,1.00 ,t,,2,2,"['email', 'phone']",t,f
2009,Enisha,2021/12/23,,"I am a project manager, event planner, restaurant owner and an Air BNB Super Host. The listings I have are unique because of the amenities, and the closeness to public transportation -that can take you easily to any part of NYC). There are also Brooklyn landmarks close by like Prospect Park. You won't be disappointed booking with me. ",within an hour,1.00 ,0.99 ,t,Flatbush,4,4,"['email', 'phone']",t,t
2010,Samantha,2013/8/15,"New York, NY",,,0.77 ,0.75 ,f,Midtown,1,1,"['email', 'phone']",t,t
2011,Xin,2020/3/9,,,,0.24 ,0.66 ,f,Flushing,1,2,"['email', 'phone']",t,t
2012,Dustin,2017/6/18,,,,0.01 ,0.17 ,f,Midtown,1,1,"['email', 'phone']",t,f
2013,Carol,2010/7/26,"New York, NY"," Love people.....

I'm from Brooklyn and I love the variety of cultures and different neighborhoods we have around here.",within a day,1.00 ,0.89 ,f,Fort Greene,2,5,"['email', 'phone']",t,t
2014,Emmanuel,2013/7/28,"Paris, France",Mid 30s. Respectful and educated.,within an hour,1.00 ,0.85 ,f,Southside,2,5,"['email', 'phone']",t,t
2015,Roger,2020/2/8,,,,0.73 ,1.00 ,f,,2,2,"['email', 'phone']",t,t
2016,Adeline & Sinclair,2012/9/16,"New York, NY","We are a couple living in a gorgeous loft in Brooklyn. We love to travel and discover new cultures. We love food, languages, history, fashion and music.
I (Adeline) was born and raised in Paris and have been living in New York for 12 years. I'm a musician and travel a lot for work.
I speak French, English, Spanish and some Italian.
My fianc茅 Sinclair is originally from Portland Oregon and has been living in Brooklyn for 17 years. Sinclair works in event production.
We have a 6-year-old adorable boy.
We are always happy to share tips on places we like and things we love to do in New York/Brooklyn. ",,0.15 ,0.00 ,f,Clinton Hill,1,2,"['email', 'phone']",t,t
2017,Lisa,2016/1/31,"New York, NY","Originally from China, love exploring cultures and seeking new experiences, and understand the expectation and needs as a traveler. 
Tried Airbnb couple of times myself in different countries, I found it a great alternative to hotels, love to share the same experience with you and invite you to my apartment in New York City. 
I lived in this city for 7 years, know it well. Feel free to ask if you have any questions. ",within an hour,1.00 ,0.80 ,f,Kips Bay,2,2,"['email', 'phone', 'work_email']",t,t
