review_id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1733,2022/4/1,2022/7/29,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1734,2016/8/9,2021/8/17,4.33 ,4.33 ,4.67 ,4.78 ,4.78 ,4.89 ,4.11 
1735,2022/4/20,2022/8/22,4.29 ,4.67 ,4.24 ,4.48 ,4.67 ,4.33 ,4.29 
1736,2022/8/28,4.44,4.33 ,4.33 ,4.89 ,4.67 ,4.89 ,4.56 ,
1737,2017/9/19,2021/6/5,4.88 ,4.91 ,4.89 ,4.88 ,4.93 ,4.88 ,4.77 
1738,2016/5/23,2021/9/26,4.70 ,4.85 ,4.57 ,4.85 ,4.96 ,4.98 ,4.69 
1739,2017/3/5,2019/9/7,4.69 ,4.95 ,4.33 ,4.95 ,4.92 ,4.62 ,4.81 
1740,2018/3/4,2022/1/20,3.69 ,4.46 ,3.85 ,4.69 ,4.31 ,4.77 ,3.92 
1741,2019/7/9,2020/2/18,4.81 ,4.81 ,4.94 ,5.00 ,5.00 ,4.94 ,4.75 
1742,2017/10/22,2022/8/29,4.78 ,4.89 ,4.78 ,4.84 ,4.87 ,4.77 ,4.80 
1743,2019/12/31,2019/12/31,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 
1744,2014/12/16,2017/7/24,4.59 ,4.55 ,4.60 ,4.92 ,4.68 ,4.98 ,4.63 
1745,,,,,,,,,
1746,,,,,,,,,
1747,2021/4/16,2021/4/16,5.00 ,5.00 ,5.00 ,5.00 ,3.00 ,5.00 ,4.00 
1748,2021/1/24,2021/1/24,4.00 ,3.00 ,4.00 ,5.00 ,4.00 ,4.00 ,4.00 
1749,2022/7/1,2022/9/1,4.00 ,3.75 ,4.00 ,4.25 ,4.00 ,3.50 ,4.25 
1750,2021/12/5,2022/8/28,4.38 ,4.66 ,4.50 ,4.69 ,4.56 ,3.97 ,4.41 
1751,2021/11/13,2022/8/16,5.00 ,4.88 ,5.00 ,5.00 ,4.75 ,4.88 ,4.88 
1752,2022/4/4,2022/6/26,5.00 ,5.00 ,5.00 ,4.67 ,4.67 ,5.00 ,5.00 
1753,2021/12/31,2021/12/31,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1754,2020/1/6,2020/10/16,4.70 ,4.90 ,4.80 ,5.00 ,4.70 ,4.85 ,4.85 
1755,2022/8/25,2022/8/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,3.00 ,5.00 
1756,,,,,,,,,
1757,2022/2/22,2022/3/16,4.00 ,5.00 ,3.50 ,5.00 ,5.00 ,5.00 ,5.00 
1758,2021/5/12,2022/8/19,4.88 ,4.96 ,4.69 ,4.92 ,4.96 ,4.81 ,4.83 
1759,2021/8/14,2022/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.63 ,5.00 
1760,,,,,,,,,
1761,,,,,,,,,
1762,2017/12/3,2018/1/3,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.33 ,5.00 
1763,2019/10/26,2022/8/31,4.65 ,4.84 ,4.82 ,4.83 ,4.74 ,4.76 ,4.67 
1764,,,,,,,,,
1765,2018/9/17,2020/1/6,4.97 ,4.93 ,4.97 ,4.97 ,5.00 ,4.72 ,4.86 
1766,2020/2/9,2022/9/5,4.98 ,4.94 ,4.94 ,5.00 ,5.00 ,4.91 ,4.94 
1767,,,,,,,,,
1768,,,,,,,,,
1769,,,,,,,,,
1770,2016/8/30,2019/12/18,4.60 ,4.63 ,4.81 ,4.47 ,4.87 ,4.56 ,4.59 
1771,,,,,,,,,
1772,2022/5/21,2022/9/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1773,2017/6/10,2021/10/12,4.90 ,4.90 ,4.92 ,4.94 ,4.92 ,4.83 ,4.79 
1774,2018/9/25,2019/5/31,5.00 ,5.00 ,3.50 ,5.00 ,5.00 ,5.00 ,3.50 
1775,2020/4/3,2022/5/31,4.75 ,4.88 ,4.75 ,4.50 ,5.00 ,4.75 ,4.25 
1776,2016/10/10,2016/10/10,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1777,2021/1/1,2022/9/2,4.62 ,4.67 ,4.81 ,4.88 ,4.76 ,4.83 ,4.57 
1778,,,,,,,,,
1779,,,,,,,,,
1780,,,,,,,,,
1781,2017/9/30,2020/2/25,5.00 ,4.78 ,4.89 ,5.00 ,5.00 ,4.78 ,4.78 
1782,2014/9/21,2022/7/31,4.62 ,4.82 ,4.62 ,4.91 ,4.90 ,4.39 ,4.64 
1783,2019/11/17,2022/9/4,4.98 ,4.97 ,4.96 ,4.98 ,4.97 ,4.92 ,4.86 
1784,2015/12/17,2015/12/17,3.00 ,4.00 ,5.00 ,3.00 ,1.00 ,4.00 ,3.00 
1785,2011/1/4,2022/6/26,4.53 ,4.56 ,4.59 ,4.63 ,4.85 ,4.67 ,4.54 
1786,,,,,,,,,
1787,2015/7/26,2017/12/10,4.64 ,4.50 ,4.36 ,4.62 ,4.86 ,4.38 ,4.54 
1788,2019/4/15,2019/4/15,4.00 ,5.00 ,5.00 ,5.00 ,3.00 ,5.00 ,4.00 
1789,2021/2/14,2021/3/22,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1790,2020/10/30,2022/8/29,4.61 ,4.61 ,4.48 ,4.70 ,4.77 ,4.81 ,4.61 
1791,2022/7/7,2022/9/5,4.95 ,4.90 ,4.95 ,5.00 ,5.00 ,4.90 ,4.95 
1792,2022/5/7,2022/5/7,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1793,2021/5/1,2021/7/6,5.00 ,4.67 ,4.00 ,5.00 ,5.00 ,5.00 ,4.67 
1794,2022/3/21,2022/8/7,4.50 ,4.67 ,5.00 ,5.00 ,4.33 ,4.83 ,4.33 
1795,2019/4/26,2022/8/3,4.20 ,4.20 ,4.20 ,4.20 ,4.00 ,4.20 ,3.60 
1796,2019/2/10,2019/5/10,4.80 ,4.80 ,4.80 ,4.80 ,4.80 ,5.00 ,4.80 
1797,2016/8/11,2017/3/12,4.60 ,5.00 ,5.00 ,3.80 ,5.00 ,5.00 ,4.60 
1798,2015/4/9,2022/9/6,4.86 ,4.89 ,4.80 ,4.97 ,4.95 ,4.92 ,4.85 
1799,2018/2/19,2022/8/30,4.93 ,4.95 ,4.92 ,4.98 ,4.88 ,4.98 ,4.74 
1800,2018/3/4,2022/8/23,4.94 ,4.91 ,4.78 ,5.00 ,4.99 ,4.80 ,4.89 
1801,2013/8/12,2014/9/1,5.00 ,4.92 ,4.92 ,5.00 ,4.85 ,4.62 ,4.77 
1802,2014/9/30,2016/9/11,4.25 ,4.75 ,3.50 ,4.00 ,5.00 ,4.75 ,4.25 
1803,,,,,,,,,
1804,2019/1/21,2020/11/28,4.92 ,4.97 ,4.97 ,4.92 ,4.96 ,4.90 ,4.86 
1805,2021/5/31,2022/8/26,4.78 ,4.78 ,4.87 ,4.87 ,4.78 ,4.61 ,4.70 
1806,2022/5/21,2022/6/19,4.33 ,5.00 ,4.33 ,4.00 ,4.00 ,4.67 ,4.33 
1807,2015/12/21,2015/12/21,4.00 ,5.00 ,4.00 ,5.00 ,5.00 ,4.00 ,5.00 
1808,2022/8/27,2022/8/27,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
1809,2012/10/15,2021/6/29,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.90 
1810,2016/12/31,2019/1/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.67 
1811,2022/6/26,2022/8/21,4.88 ,4.88 ,4.63 ,4.88 ,5.00 ,5.00 ,4.88 
1812,2022/4/30,2022/9/6,5.00 ,5.00 ,5.00 ,4.83 ,5.00 ,5.00 ,4.75 
1813,2022/8/21,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 ,5.00 
1814,2021/12/26,2022/8/31,4.80 ,4.70 ,4.60 ,4.80 ,5.00 ,5.00 ,4.70 
1815,2018/1/4,2018/1/4,5.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
1816,2022/7/22,2022/8/22,4.83 ,4.67 ,4.83 ,4.83 ,4.83 ,4.83 ,4.83 
1817,2017/1/3,2017/1/3,4.00 ,5.00 ,3.00 ,5.00 ,5.00 ,4.00 ,4.00 
1818,2022/4/17,2022/4/17,4.00 ,5.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
1819,,,,,,,,,
1820,,,,,,,,,
1821,,,,,,,,,
1822,2022/6/24,2022/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.63 ,5.00 
1823,,,,,,,,,
1824,,,,,,,,,
1825,,,,,,,,,
1826,2015/5/10,2022/7/2,4.67 ,4.77 ,4.75 ,4.89 ,4.89 ,4.97 ,4.76 
1827,2016/7/5,2016/7/25,4.75 ,5.00 ,5.00 ,5.00 ,4.75 ,4.25 ,5.00 
1828,2015/10/18,2015/10/18,3.00 ,3.00 ,3.00 ,5.00 ,4.00 ,3.00 ,3.00 
1829,2021/12/10,2022/7/28,4.75 ,4.75 ,4.75 ,5.00 ,5.00 ,4.00 ,4.75 
1830,2017/7/12,2020/2/29,5.00 ,5.00 ,5.00 ,5.00 ,4.80 ,5.00 ,5.00 
1831,2018/4/22,2022/6/25,5.00 ,5.00 ,4.33 ,5.00 ,5.00 ,5.00 ,5.00 
1832,2019/8/18,2020/6/8,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.97 
1833,2021/11/7,2022/8/21,5.00 ,5.00 ,4.67 ,5.00 ,5.00 ,4.33 ,4.67 
1834,2019/2/9,2022/7/31,4.72 ,4.92 ,4.66 ,4.74 ,4.74 ,4.90 ,4.78 
1835,2017/2/7,2018/2/2,4.75 ,4.75 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
1836,2022/8/23,2022/9/1,5.00 ,4.50 ,5.00 ,5.00 ,4.50 ,5.00 ,4.50 
1837,,,,,,,,,
1838,2020/2/15,2020/2/15,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1839,2021/7/21,2022/8/21,4.56 ,4.65 ,4.56 ,4.75 ,4.81 ,4.65 ,4.54 
1840,2021/9/16,2022/8/21,4.50 ,4.43 ,4.54 ,4.50 ,4.50 ,4.86 ,4.57 
1841,2020/1/9,2020/1/14,4.25 ,4.75 ,4.25 ,4.50 ,4.50 ,5.00 ,4.50 
1842,2017/9/4,2018/11/24,4.94 ,5.00 ,4.94 ,5.00 ,4.94 ,4.94 ,4.88 
1843,2021/9/15,2022/8/19,4.75 ,4.83 ,4.83 ,4.83 ,4.83 ,5.00 ,4.83 
1844,,,,,,,,,
1845,,,,,,,,,
1846,,,,,,,,,
1847,2015/1/3,2015/1/3,5.00 ,5.00 ,5.00 ,5.00 ,0.00 ,4.00 ,4.00 
1848,2021/10/11,2021/10/11,5.00 ,5.00 ,4.00 ,5.00 ,4.00 ,5.00 ,4.00 
1849,2019/9/1,2019/9/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1850,2021/11/20,2022/8/18,4.80 ,5.00 ,5.00 ,5.00 ,5.00 ,4.80 ,5.00 
1851,,,,,,,,,
1852,2015/5/17,2018/10/15,4.67 ,4.83 ,4.50 ,5.00 ,5.00 ,4.33 ,4.83 
1853,2022/3/7,2022/9/5,4.69 ,4.85 ,4.58 ,4.69 ,4.92 ,4.31 ,4.42 
1854,2022/5/24,2022/8/28,4.83 ,4.92 ,4.83 ,5.00 ,4.92 ,4.83 ,4.83 
1855,2016/7/1,2016/7/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1856,2021/4/30,2021/4/30,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1857,2022/5/27,2022/6/21,4.86 ,4.86 ,4.71 ,4.86 ,4.86 ,4.57 ,4.71 
1858,2020/3/12,2021/1/24,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 
1859,,,,,,,,,
1860,,,,,,,,,
1861,2016/7/1,2016/7/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1862,2021/8/24,2022/8/28,4.86 ,4.89 ,4.93 ,4.87 ,4.84 ,4.44 ,4.87 
1863,2015/5/27,2017/8/27,5.00 ,5.00 ,4.33 ,5.00 ,5.00 ,5.00 ,5.00 
1864,2016/7/17,2020/2/25,5.00 ,4.98 ,4.98 ,5.00 ,5.00 ,4.92 ,4.94 
1865,,,,,,,,,
1866,2017/12/15,2017/12/15,0.00 ,,,,,,
1867,2014/11/15,2016/6/27,4.86 ,4.86 ,4.86 ,4.57 ,4.86 ,4.86 ,4.86 
1868,2017/11/5,2019/10/26,4.86 ,4.86 ,4.29 ,5.00 ,5.00 ,4.79 ,4.64 
1869,2022/8/21,2022/8/21,4.00 ,4.00 ,5.00 ,3.00 ,3.00 ,5.00 ,4.00 
1870,,,,,,,,,
1871,2021/9/25,2022/8/13,4.63 ,4.63 ,4.63 ,4.50 ,4.38 ,4.38 ,4.88 
1872,2016/9/18,2018/4/20,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1873,,,,,,,,,
1874,2016/7/17,2018/12/29,4.89 ,4.89 ,4.89 ,5.00 ,5.00 ,4.56 ,4.78 
1875,,,,,,,,,
1876,2020/11/5,2022/8/20,4.47 ,4.53 ,4.32 ,4.60 ,4.58 ,4.48 ,4.50 
1877,2015/8/25,2015/8/25,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,5.00 
1878,2019/10/5,2019/12/28,5.00 ,4.67 ,4.67 ,4.67 ,4.67 ,4.67 ,5.00 
1879,2017/12/2,2022/8/16,4.62 ,4.82 ,4.41 ,4.94 ,4.92 ,4.76 ,4.67 
1880,2021/4/27,2022/8/7,4.88 ,4.88 ,4.71 ,5.00 ,5.00 ,5.00 ,4.65 
1881,2020/3/14,2020/3/14,0.00 ,,,,,,
1882,2021/6/5,2022/8/31,4.67 ,4.71 ,4.52 ,4.83 ,4.86 ,4.71 ,4.55 
1883,4.5,5,4.63 ,3.50 ,0.11 ,4.00 ,0.00 ,4.00 ,0.00 
1884,2015/10/3,2022/8/29,4.95 ,4.96 ,4.95 ,4.96 ,4.98 ,4.99 ,4.88 
1885,,,,,,,,,
1886,2019/2/20,2020/6/21,4.70 ,4.73 ,4.68 ,4.86 ,4.81 ,4.78 ,4.49 
1887,,,,,,,,,
1888,2021/10/24,2022/9/6,4.70 ,4.77 ,4.73 ,4.70 ,4.87 ,4.63 ,4.67 
1889,2022/8/2,2022/9/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1890,,,,,,,,,
1891,2017/9/25,2022/9/1,4.59 ,4.69 ,4.71 ,4.73 ,4.72 ,4.63 ,4.64 
1892,2016/1/2,2016/1/2,5.00 ,,5.00 ,,5.00 ,,
1893,2017/10/6,2022/4/13,3.75 ,4.25 ,4.25 ,5.00 ,3.00 ,3.75 ,3.75 
1894,2021/10/12,2022/9/4,4.60 ,4.89 ,4.55 ,4.84 ,4.75 ,4.87 ,4.71 
1895,2018/9/6,2021/12/9,4.75 ,5.00 ,4.00 ,4.75 ,5.00 ,4.75 ,4.75 
1896,2020/5/1,2022/5/2,5.00 ,5.00 ,5.00 ,5.00 ,4.86 ,5.00 ,4.43 
1897,2013/5/21,2018/12/1,4.69 ,4.57 ,4.54 ,4.82 ,4.80 ,4.83 ,4.63 
1898,2017/1/1,2022/8/29,5.00 ,5.00 ,4.75 ,5.00 ,5.00 ,4.75 ,4.75 
1899,2021/6/27,2022/3/22,4.30 ,4.40 ,3.90 ,4.70 ,4.70 ,4.50 ,4.30 
1900,2022/7/27,2022/9/5,4.83 ,5.00 ,5.00 ,5.00 ,5.00 ,4.83 ,4.83 
1901,,,,,,,,,
1902,2021/3/31,2022/8/12,4.79 ,4.71 ,4.67 ,4.67 ,4.88 ,4.92 ,4.54 
1903,,,,,,,,,
1904,2022/7/8,2022/7/21,4.33 ,4.67 ,4.67 ,4.67 ,4.67 ,4.67 ,4.33 
1905,2015/1/2,2015/1/2,5.00 ,3.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1906,2015/8/1,2020/3/8,4.71 ,4.71 ,4.43 ,4.43 ,5.00 ,4.50 ,4.29 
1907,2022/3/7,2022/7/23,5.00 ,5.00 ,4.75 ,4.88 ,5.00 ,4.75 ,5.00 
1908,2016/5/4,2022/8/23,4.77 ,4.89 ,4.89 ,4.81 ,4.82 ,4.81 ,4.74 
1909,2019/3/30,2019/10/10,4.53 ,4.77 ,4.43 ,4.90 ,4.70 ,4.93 ,4.60 
1910,2016/11/29,2022/6/1,4.69 ,4.54 ,4.31 ,4.92 ,4.92 ,4.77 ,4.38 
1911,,,,,,,,,
1912,2017/9/30,2021/10/9,4.00 ,4.25 ,4.25 ,4.75 ,4.25 ,4.75 ,4.50 
1913,2021/10/10,2022/9/2,4.43 ,4.59 ,4.35 ,4.66 ,4.62 ,4.97 ,4.43 
1914,2018/10/8,2019/5/14,4.86 ,5.00 ,4.71 ,4.86 ,5.00 ,5.00 ,4.86 
1915,,,,,,,,,
1916,2016/8/22,2021/5/31,4.92 ,4.93 ,4.85 ,4.91 ,4.96 ,4.95 ,4.89 
1917,,,,,,,,,
1918,2021/8/15,2022/8/21,4.89 ,4.96 ,5.00 ,4.93 ,5.00 ,4.81 ,4.67 
1919,,,,,,,,,
1920,2016/9/30,2021/10/15,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1921,,,,,,,,,
1922,2019/4/7,2020/4/30,4.88 ,4.96 ,4.72 ,5.00 ,5.00 ,4.88 ,4.64 
1923,2016/8/31,2016/8/31,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1924,2022/2/1,2022/2/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1925,,,,,,,,,
1926,2017/12/2,2018/7/28,5.00 ,4.75 ,4.75 ,5.00 ,5.00 ,5.00 ,5.00 
1927,,,,,,,,,
1928,2019/5/19,2022/8/14,4.88 ,4.94 ,4.91 ,4.84 ,4.88 ,4.84 ,4.88 
1929,2015/3/22,2015/3/22,5.00 ,5.00 ,3.00 ,5.00 ,5.00 ,5.00 ,5.00 
1930,2021/11/22,2022/8/28,4.88 ,4.85 ,4.65 ,5.00 ,5.00 ,4.65 ,4.88 
1931,2013/11/6,2016/2/20,4.53 ,4.63 ,4.58 ,4.79 ,4.72 ,4.78 ,4.32 
1932,2016/1/13,2022/4/27,4.73 ,4.83 ,4.66 ,4.98 ,4.97 ,4.53 ,4.79 
1933,2020/8/1,2020/8/1,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1934,2022/5/8,2022/8/22,4.79 ,4.79 ,4.86 ,4.86 ,4.86 ,4.79 ,4.79 
1935,,,,,,,,,
1936,2022/4/2,2022/7/26,2.50 ,3.75 ,2.50 ,2.75 ,2.25 ,4.75 ,3.00 
1937,2016/6/6,2022/7/6,4.96 ,5.00 ,4.96 ,5.00 ,5.00 ,4.96 ,4.96 
1938,2018/12/30,2020/5/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.50 ,5.00 
1939,,,,,,,,,
1940,2021/10/21,2022/8/20,4.83 ,4.92 ,4.83 ,5.00 ,5.00 ,4.83 ,4.83 
1941,43,73,348.00 ,44811.00 ,2.00 ,2.00 ,1.00 ,44739.00 ,7.00 
1942,,,,,,,,,
1943,2020/12/20,2022/8/28,4.61 ,4.74 ,4.53 ,4.71 ,4.67 ,4.68 ,4.67 
1944,2021/1/17,2021/12/2,5.00 ,5.00 ,4.80 ,4.70 ,4.80 ,4.90 ,4.80 
1945,2019/4/23,2022/9/3,4.87 ,4.96 ,4.85 ,4.97 ,4.95 ,4.84 ,4.90 
1946,2021/7/13,2022/7/5,4.50 ,5.00 ,4.50 ,5.00 ,5.00 ,5.00 ,4.50 
1947,2012/7/6,2019/11/26,4.89 ,4.96 ,4.79 ,4.99 ,4.96 ,4.64 ,4.76 
1948,2022/6/9,2022/8/13,5.00 ,5.00 ,5.00 ,4.67 ,5.00 ,5.00 ,4.67 
1949,2016/1/6,2016/1/6,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.00 ,4.00 
1950,,,,,,,,,
1951,2021/6/20,2021/7/2,1.50 ,2.50 ,2.50 ,1.00 ,1.00 ,3.00 ,1.50 
1952,,,,,,,,,
1953,2015/2/12,2015/2/12,0.00 ,,,,,,
1954,2021/7/23,2021/7/23,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
1955,2022/2/28,2022/6/1,4.50 ,4.50 ,3.00 ,5.00 ,3.50 ,3.50 ,4.00 
1956,2016/6/14,2016/6/28,4.60 ,5.00 ,4.60 ,5.00 ,5.00 ,4.80 ,5.00 
1957,2021/8/8,2022/7/18,4.90 ,4.85 ,4.80 ,4.90 ,4.95 ,4.90 ,4.85 
1958,2015/8/31,2015/8/31,4.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
1959,2015/9/27,2015/12/28,4.25 ,4.75 ,3.25 ,4.75 ,4.50 ,3.75 ,4.25 
1960,2021/12/27,2021/12/27,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 ,3.00 
1961,,,,,,,,,
1962,2017/9/3,2019/10/27,5.00 ,5.00 ,4.80 ,5.00 ,5.00 ,5.00 ,5.00 
1963,2015/12/30,2016/9/1,4.50 ,5.00 ,4.00 ,5.00 ,5.00 ,4.00 ,5.00 
1964,2018/9/30,2022/8/21,4.63 ,4.88 ,4.63 ,4.88 ,5.00 ,4.75 ,4.75 
1965,2021/9/13,2022/8/6,4.75 ,5.00 ,4.75 ,5.00 ,5.00 ,5.00 ,4.50 
1966,2013/6/5,2022/8/17,4.87 ,4.93 ,4.90 ,4.96 ,4.96 ,4.81 ,4.83 
1967,2019/7/21,2022/1/15,4.50 ,5.00 ,3.88 ,4.75 ,5.00 ,5.00 ,4.38 
1968,,,,,,,,,
1969,2022/1/31,2022/9/5,4.88 ,4.91 ,4.69 ,4.91 ,4.91 ,4.94 ,4.94 
1970,,,,,,,,,
1971,,,,,,,,,
1972,,,,,,,,,
1973,2019/5/27,2022/8/14,4.94 ,5.00 ,4.89 ,5.00 ,5.00 ,5.00 ,4.89 
1974,2017/11/1,2018/12/25,4.00 ,5.00 ,3.00 ,5.00 ,4.00 ,4.00 ,4.00 
1975,2018/9/20,2022/8/30,4.72 ,4.89 ,4.94 ,4.72 ,4.78 ,4.83 ,4.83 
1976,2022/2/26,2022/8/28,4.93 ,5.00 ,4.93 ,4.96 ,4.89 ,4.93 ,4.81 
1977,,,,,,,,,
1978,2015/11/18,2015/11/18,5.00 ,4.00 ,4.00 ,5.00 ,5.00 ,5.00 ,5.00 
1979,2021/12/6,2022/9/5,5.00 ,5.00 ,5.00 ,4.90 ,5.00 ,4.90 ,5.00 
1980,2015/7/12,2022/9/5,4.98 ,5.00 ,4.94 ,5.00 ,5.00 ,4.90 ,4.98 
1981,2021/12/26,2022/7/18,4.86 ,4.93 ,5.00 ,4.86 ,4.79 ,4.43 ,4.86 
1982,,,,,,,,,
1983,2017/6/24,2020/11/28,4.85 ,4.91 ,4.83 ,4.89 ,4.89 ,4.95 ,4.78 
1984,2017/12/25,2018/12/9,4.12 ,4.36 ,4.40 ,4.52 ,4.48 ,3.88 ,4.20 
1985,2022/3/23,2022/9/4,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.82 ,4.82 
1986,2016/7/20,2019/5/18,4.75 ,4.75 ,4.00 ,5.00 ,4.75 ,4.75 ,4.75 
1987,,,,,,,,,
1988,2016/10/3,2022/2/28,4.50 ,4.50 ,4.20 ,4.90 ,4.90 ,4.90 ,4.60 
1989,2013/9/13,2022/7/25,4.62 ,4.61 ,4.42 ,4.64 ,4.63 ,4.69 ,4.70 
1990,2021/7/30,2022/8/14,4.96 ,4.86 ,4.88 ,4.98 ,4.90 ,5.00 ,4.80 
1991,2019/4/19,2021/5/28,5.00 ,5.00 ,4.80 ,5.00 ,5.00 ,5.00 ,4.80 
1992,2014/8/11,2019/12/8,4.95 ,4.96 ,4.99 ,4.97 ,4.96 ,4.97 ,4.93 
1993,2015/5/23,2015/5/23,4.00 ,4.00 ,3.00 ,5.00 ,5.00 ,5.00 ,4.00 
1994,2016/6/11,2022/3/31,4.71 ,4.81 ,4.87 ,4.83 ,4.81 ,4.80 ,4.70 
1995,2020/12/7,2022/9/2,4.69 ,4.87 ,4.54 ,4.94 ,4.84 ,4.74 ,4.80 
1996,2021/6/21,2022/7/17,4.40 ,4.90 ,4.30 ,5.00 ,5.00 ,4.90 ,4.30 
1997,2021/10/31,2022/8/8,4.33 ,5.00 ,5.00 ,4.67 ,4.33 ,4.00 ,4.00 
1998,2015/11/27,2018/5/2,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,4.80 ,5.00 
1999,2021/3/15,2022/8/21,4.85 ,4.75 ,4.76 ,4.76 ,4.69 ,4.84 ,4.71 
2000,2021/11/6,2022/9/6,4.93 ,5.00 ,4.98 ,5.00 ,4.98 ,4.93 ,4.96 
2001,2021/6/12,2022/8/29,4.90 ,4.96 ,4.90 ,4.98 ,4.92 ,4.88 ,4.78 
2002,2018/9/13,2022/8/30,4.60 ,4.71 ,4.29 ,4.71 ,4.76 ,4.60 ,4.56 
2003,2018/12/25,2019/8/11,2.67 ,2.00 ,3.00 ,3.67 ,2.67 ,4.67 ,2.67 
2004,2016/12/4,2022/9/4,4.89 ,4.95 ,4.94 ,4.96 ,4.97 ,4.96 ,4.89 
2005,,,,,,,,,
2006,2018/11/12,2022/8/23,4.84 ,4.91 ,4.80 ,4.91 ,4.95 ,4.84 ,4.80 
2007,2021/6/18,2021/9/12,5.00 ,4.80 ,4.90 ,5.00 ,5.00 ,4.90 ,4.80 
2008,2021/5/28,2022/6/5,4.81 ,4.81 ,4.95 ,4.81 ,4.90 ,4.95 ,4.67 
2009,2022/1/2,2022/8/28,4.85 ,4.94 ,4.90 ,4.83 ,4.79 ,4.73 ,4.88 
2010,,,,,,,,,
2011,,,,,,,,,
2012,,,,,,,,,
2013,2010/10/2,2020/2/11,4.69 ,4.85 ,4.82 ,4.83 ,4.72 ,4.83 ,4.72 
2014,2021/12/6,2022/9/3,5.00 ,4.80 ,4.40 ,5.00 ,5.00 ,5.00 ,5.00 
2015,2020/12/3,2020/12/3,1.00 ,2.00 ,1.00 ,3.00 ,2.00 ,2.00 ,1.00 
2016,2017/6/23,2017/6/23,0.00 ,,,,,,
2017,2017/8/28,2020/6/20,4.59 ,4.77 ,4.46 ,4.74 ,4.82 ,4.95 ,4.67 
2018,2016/9/25,2022/8/6,4.69 ,4.78 ,4.47 ,4.88 ,4.89 ,4.88 ,4.76 
2019,,,,,,,,,
2020,2022/5/16,2022/9/5,4.62 ,4.64 ,4.51 ,4.74 ,4.67 ,4.72 ,4.64 
2021,,,,,,,,,
2022,2016/8/18,2022/8/22,4.83 ,4.83 ,4.86 ,4.92 ,4.89 ,4.62 ,4.86 
2023,2022/8/28,2022/8/28,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 ,5.00 
2024,2020/1/1,2022/7/20,4.87 ,4.96 ,5.00 ,5.00 ,5.00 ,4.87 ,4.84 
2025,,,,,,,,,
