id,name,neighbourhood,building,street,zipcode,phone
1361,QUEEN BAKERY II,MANHATTAN,139,CENTRE STREET,10013,2129650788
1362,CHEESY PIZZA,MANHATTAN,2640,BROADWAY,10025,2126625223
1363,MCDONALD'S,MANHATTAN,148,WEST 125 ST,10027,6467904636
1364,NEIGHBORHOOD PIZZA,QUEENS,4,COLEMAN SQ,11414,7186417520
1365,K'OOK,MANHATTAN,324,E 6TH ST,10003,2122540300
1366,THE FACULTY CLUB (COLUMBIA UNIVERSITY),MANHATTAN,630,WEST 168 STREET,10032,2123050092
1367,PAYAG,QUEENS,5134,ROOSEVELT AVENUE,11377,3479353192
1368,MOM'S PIZZA,MANHATTAN,15,AVENUE D,10009,2127773434
1369,EL COYOTE,QUEENS,7009,AUSTIN ST,11375,7182680777
1370,UNCLE BILL'S DINER,QUEENS,3017,STRATTON STREET,11354,7186611771
1371,CITY SANDWICH,MANHATTAN,649,9 AVENUE,10036,6466843943
1372,CAFFE GRAZIE,MANHATTAN,26,EAST   84 STREET,10028,2127174407
1373,BARI'S PIZZA & PASTA RESTAURANT,STATEN ISLAND,596,BAY STREET,10304,7188760002
1374,DUNKIN' DONUTS,MANHATTAN,4353,BROADWAY,10033,2129270203
1375,DON PEPPE,QUEENS,13558,LEFFERTS BOULEVARD,11420,7188457587
1376,MI PEQUENO EL SALVADOR RESTAURANT,QUEENS,9416,37 AVENUE,11372,7186720853
1377,JOE & THE JUICE COLOMBUS,MANHATTAN,247,COLUMBUS AVE,10023,9175665727
1378,HIBISCUS RESTAURANT,QUEENS,12418,101 AVENUE,11419,7188494225
1379,NEW ROMA PIZZA,MANHATTAN,116,DELANCY STREET,10002,2125337900
1380,CANTON GOURMET RESTAURANT,QUEENS,3806,PRINCE STREET,11354,7188869288
1381,HOUSE OF INASAL,QUEENS,6514,ROOSEVELT AVE,11377,7184290709
1382,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,811,8TH AVE,10019,9173882555
1383,ESCAPE INTERNATIONAL CUISINE,BRONX,1841,HOBART AVE,10461,7186841860
1384,LA GRAN URUGUAYA BAKERY & RESTAURANT,QUEENS,8506,37 AVENUE,11372,7185050404
1385,ACCRA RESTAURANT,BRONX,270,EAST  165 STREET,10456,7182937302
1386,CAFE O',MANHATTAN,622,3 AVENUE,10017,2125991560
1387,JUICERY+KITCHEN,BROOKLYN,568,UNION AVE,11211,7183873680
1388,LE PARISIEN,MANHATTAN,163,EAST   33 STREET,10016,2128895489
1389,GEORGINA RESTAURANT,BRONX,1003,EAST 163 STREET,10459,7183286257
1390,SHIMONS KOSHER PIZZA,QUEENS,7124,MAIN STREET,11367,7187931491
1391,DISTRICT TAP HOUSE,MANHATTAN,246,W 38TH ST,10018,2122211822
1392,LITTLE ZELDA,BROOKLYN,728,FRANKLIN AVENUE,11238,6463207347
1393,DOMINICK'S BAR & RESTAURANT,BRONX,2335,ARTHUR AVENUE,10458,7187332807
1394,HEIGHTS CAFE,BROOKLYN,84,MONTAGUE STREET,11201,7186255555
1395,ON 14TH STREET,QUEENS,3085,14TH ST,11102,9295220500
1396,EL LIDER RESTAURANT,BRONX,4535,PARK AVENUE,10457,7182202923
1397,NEW YORK SPA & SAUNA CAFE,QUEENS,149-06,NORTHERN BLVD,11354,7184630001
1398,NEW FLORENTINA RESTAURANT,BROOKLYN,454,GRAHAM AVE,11211,7183897497
1399,TERRACE FISH & CHIPS,MANHATTAN,77,PEARL STREET,10004,2128094604
1400,EL POLLO INKA PERU,QUEENS,7806,101 AVENUE,11416,7187382459
1401,BAMBOO GARDEN RESTAURANT,BROOKLYN,6409,8TH AVE,11220,7182381122
1402,NEW CHANG LE FAN DIAN,BROOKLYN,5604,8TH AVE,11220,7185673888
1403,SUBWAY,QUEENS,21814,JAMAICA AVENUE,11428,7187765085
1404,EAST BROADWAY RESTAURANT,MANHATTAN,94,EAST BROADWAY,10002,2126251080
1405,STARBUCKS,MANHATTAN,205,WEST   34 STREET,10001,2122791122
1406,PHO 32,QUEENS,4534,BELL BLVD,11361,7187674960
1407,PRINT RESTAURANT/PRESS LOUNGE/BANQUET KITCHEN,MANHATTAN,653,11 AVENUE,10036,2127572294
1408,CAFFE PALERMO,MANHATTAN,148,MULBERRY STREET,10013,2124314205
1409,POTBELLY SANDWICH WORKS,MANHATTAN,30,ROCKEFELLER CENTER,10020,6462894203
1410,CAFE EXCHANGE,MANHATTAN,49,BROADWAY,10006,2124255000
1411,BROOKLYN ROASTING WORKS LLC,BROOKLYN,67,WEST ST,11222,7188551000
1412,EFFYS CAFE,MANHATTAN,104,W 96TH ST,10025,2122806200
1413,BEST BAGEL & COFFEE,MANHATTAN,225,WEST 35 STREET,10001,2125644409
1414,EL NUEVO AMBIENTE RESTAURANT,QUEENS,2009,NEW HAVEN AVE,11691,7183276326
1415,JUICES FOR LIFE BK,BROOKLYN,277,MALCOLM X BLVD,11233,3473508558
1416,JOE BROADWAYS BILLIARDS,STATEN ISLAND,2178,FOREST AVENUE,10303,7187279194
1417,U.S KENNEDY FRIED CHICKEN,BRONX,1761,UNIVERSITY AVENUE,10453,7187166430
1418,CENT'ANNI,BROOKLYN,742,FRANKLIN AVE,11238,7189425201
1419,FATBIRD,MANHATTAN,44,9TH AVE,10011,2126332473
1420,CANARSIE COFFEE,BROOKLYN,1430,ROCKAWAY PKWY,11236,7182721150
1421,LATINO'S BAR & GRILL RESTAURANT,MANHATTAN,3864,BROADWAY,10032,2127401313
1422,FERNANDEZ BURRITO SHOP,BRONX,5975,BROADWAY,10471,7187086885
1423,TRUMP BAR,MANHATTAN,725,5 AVENUE,10022,2127157290
1424,JOUVAY NIGHT CLUB,QUEENS,14702,LIBERTY AVENUE,11435,7186589600
1425,SHAKE SHACK,QUEENS,JFK,international airport,11430,7037237264
1426,LAVA KITCHEN,MANHATTAN,2656,BROADWAY,10025,7184899917
1427,LA TARTE FLAMBEE,MANHATTAN,153,E 33RD ST,10016,9172612070
1428,CROWN FRIED CHICKEN,BROOKLYN,1643,SAINT JOHNS PL,11233,7187712021
1429,GLUTEEN FREE AT THE GARDEN,MANHATTAN,4,PENN PLZ,10121,2124656302
1430,DUNKIN' DONUTS,QUEENS,42-35,MAIN STREET,11355,7183539818
1431,THIRD AVENUE ALE HOUSE,MANHATTAN,1644,3 AVENUE,10128,6465599131
1432,BUDDHA BEER BAR,MANHATTAN,4476,BROADWAY,10040,6468612595
1433,STATEN ISLAND DINER,STATEN ISLAND,1877,VICTORY BOULEVARD,10314,7182734515
1434,TENZAN,MANHATTAN,988990,2 AVENUE,10022,2129805900
1435,MULHOLLAND'S,BROOKLYN,312,GRAND STREET,11211,7184867486
1436,ACE PIZZA,QUEENS,6104,MYRTLE AVENUE,11385,7184180038
1437,BASERA RESTAURANT,QUEENS,7414,37TH RD,11372,7184242014
1438,MCQUAIDS PUBLIC HOUSE,MANHATTAN,589,11 AVENUE,10036,2125826359
1439,AUGIES DELI & PIZZERIA,BRONX,520,CITY ISLAND AVE,10464,7188851083
1440,TREE,MANHATTAN,190,1 AVENUE,10009,2123587171
1441,RICO CHIMI,MANHATTAN,111,DYCKMAN ST,10040,3479289579
1442,SAMURAI PAPA,BROOKLYN,594,LAFAYETTE AVE,11216,7183988181
1443,LIBERTY BAR,QUEENS,11000,ROCKAWAY BOULEVARD,11420,6465881074
1444,THIRSTEA CAFE,MANHATTAN,280,EAST   10 STREET,10009,2122600436
1445,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349
1446,LAURA FOOD EXPRESS,BRONX,1295,JEROME AVE,10452,7184847612
1447,TIAA-CREF CAFETERIA,MANHATTAN,730,3 AVENUE,10017,9175997414
1448,KINGS PIZZERIA & RESTAURANT,STATEN ISLAND,2212,VICTORY BOULEVARD,10314,7187614455
1449,NEW PANDA RESTAURANT,BRONX,3218,3RD AVE,10451,7182928628
1450,ANTINORI RISTORANTE,MANHATTAN,8,STONE ST,10004,2124803880
1451,GOOD FRIEND CHINESE RESTAURANT,BROOKLYN,270A,TOMPKINS AVENUE,11216,7188575364
1452,LA FE BAKERY & COFFEE SHOP,QUEENS,3908,64 STREET,11377,7184766762
1453,WENDY'S,BROOKLYN,505,UTICA AVENUE,11203,7186041207
1454,MY PIZZERIA,STATEN ISLAND,755,TARGEE ST,10304,7187207777
1455,CHIPOTLE MEXICAN GRILL,MANHATTAN,25,WEST   45 STREET,10036,2123912081
1456,AYNA AGRA,QUEENS,21335,39 AVENUE,11361,7182251201
1457,ITTADI GARDEN & GRILL,QUEENS,7307,37TH RD,11372,3478662923
1458,LATE BAR,QUEENS,16121,CROCHERON AVENUE,11358,7183530044
1459,SUSHI ROXX,MANHATTAN,120,EAST   39 STREET,10016,2126851100
1460,THE CUSTOM HOUSE,BROOKLYN,139,MONTAGUE STREET,11201,7186436000
1461,PIPO'S RESTAURANT,MANHATTAN,166,E 118TH ST,10035,2128282382
1462,MISTER BURRITO LOCO,QUEENS,4320,GREENPOINT AVE,11104,3478138953
1463,PINOCCHIO RISTORANTE,MANHATTAN,1748,1 AVENUE,10128,2128285810
1464,GILBEY'S,QUEENS,3201,BROADWAY,11106,7185458567
1465,THAI ROCK,QUEENS,375,BEACH   92 STREET,11693,7189455111
1466,BROTHERS RAVIOLI,QUEENS,16116,CROSSBAY BOULEVARD,11414,7188437263
1467,DILL AND PARSLEY,MANHATTAN,425,MADISON AVE,10017,9173403430
1468,HARLEM FOOD COURT,MANHATTAN,66,W 116TH ST,10026,2127227300
1469,SATIN DOLLS,MANHATTAN,689,8TH AVE,10036,2127655047
1470,DA VINCI PIZZA,BROOKLYN,6514,18 AVENUE,11204,7182325855
1471,MARIO'S PIZZA 2,BRONX,1011,WESTCHESTER AVE,10459,7189916142
1472,EL MAGUEY Y LA TUNA,MANHATTAN,321,EAST HOUSTON STREET,10002,2124733919
1473,RAJDHANI INDIAN RESTUARANT,QUEENS,20608,HILLSIDE AVENUE,11427,7184649100
1474,RANDOLPH BEER,BROOKLYN,77,SANDS ST,11201,9176530633
1475,LEFT BANK,MANHATTAN,117,PERRY STREET,10014,2127271170
1476,LOS FELIZ,MANHATTAN,109,LUDLOW STREET,10002,2122288383
1477,218 RESTAURANT,MANHATTAN,218220,GRAND STREET,10013,2122268039
1478,MONACO,BROOKLYN,1836,MCDONALD AVENUE,11223,7187870101
1479,LE PAIN QUOTIDIEN,MANHATTAN,931,BROADWAY,10010,6463969926
1480,JADE PALACE,BRONX,163,EINSTEIN LOOP,10475,7183201584
1481,DALLAS BBQ,MANHATTAN,132,SECOND AVENUE,10003,2127775574
1482,CROWN FRIED CHICKEN,QUEENS,9085,SUTPHIN BLVD,11435,5167285817
1483,SAPPORO SUSHI RESTAURANT,STATEN ISLAND,1650,RICHMOND AVENUE,10314,7189836038
1484,PANERA BREAD,MANHATTAN,330,7 AVENUE,10001,6464730204
1485,WENDY'S,BRONX,19,WEST  170 STREET,10452,7186810483
1486,CHIPOTLE MEXICAN GRILL,MANHATTAN,1400,BROADWAY,10018,2122213514
1487,52ND SUSHI,QUEENS,5221,ROOSEVELT AVENUE,11377,7185079204
1488,KENNY'S BAKERY,MANHATTAN,126,DYCKMAN STREET,10040,2125698414
1489,THE HOG PIT NEW YORK CITY,MANHATTAN,37,WEST   26 STREET,10010,2122134871
1490,MADDEN'S UPTOWN BAR & GRILL,BRONX,5757,BROADWAY,10463,9292433480
1491,NEW SUN HING KITCHEN,BROOKLYN,2018,BEDFORD AVENUE,11226,7186932688
1492,NIFOROS CORNER,QUEENS,3560,11TH ST,11106,7185455971
1493,ABA SUSHI,MANHATTAN,1588,YORK AVE,10028,2125355798
1494,BRIDGEVIEW DINER,BROOKLYN,9011,3RD AVE,11209,7186809818
1495,PRET A MANGER,MANHATTAN,1,PENN PLZ,10119,6467280505
1496,RICO POLLO II RESTAURANT,BROOKLYN,3352,FULTON ST,11208,7182351666
1497,POTBELLY SANDWICH WORKS,MANHATTAN,127,FULTON ST,10038,6463074896
1498,LECHON HORNADO ECUATORIANO,QUEENS,7618,ROOSEVELT AVENUE,11372,7182057357
1499,PIZZA WAGON,BROOKLYN,8606,5 AVENUE,11209,7188365725
1500,CASA NONNA,MANHATTAN,310,WEST   38 STREET,10018,2127363000
1501,ETHEL BARRYMORE THEATER,MANHATTAN,243,WEST   47 STREET,10036,2125867610
1502,CHEN YUAN CHINESE FOOD,BROOKLYN,714,KNICKERBOCKER AVENUE,11221,7189192542
1503,BRISAS DEL MAR SEAFOOD MARKET,MANHATTAN,1785-1787,LEXINGTON AVENUE,10029,2122891780
1504,MAISON KAYSER BAKERY,MANHATTAN,355,GREENWICH ST,10013,2129663200
1505,BUDEPEST CAFE,MANHATTAN,1631,2 AVENUE,10028,2123271105
1506,AKA SUSHI JAPANESE RESTAURANT,STATEN ISLAND,4342,AMBOY ROAD,10312,7186088981
1507,BONJOUR CREPES AND WINE,QUEENS,3410,30TH AVE,11103,3477306828
1508,HARRIET'S KITCHEN,MANHATTAN,502,AMSTERDAM AVENUE,10024,2127210045
1509,VALBELLA MIDTOWN,MANHATTAN,520,MADISON AVENUE,10022,2126457777
1510,SUBWAY,BROOKLYN,5107,CHURCH AVENUE,11203,7183457015
1511,NEW 888 CHINA EXPRESS,MANHATTAN,88,E. BROADWAY,10002,2124313555
1512,AIRSPACE LOUNGE,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,7182440602
1513,HAPPY WORLD,MANHATTAN,1309,SAINT NICHOLAS AVE,10033,2127817778
1514,HO YIP RESTAURANT,MANHATTAN,110112,LIBERTY STREET,10006,2123498286
1515,ROYALE,MANHATTAN,157,AVENUE C,10009,2122546600
1516,MENDY'S,MANHATTAN,10,PARK AVENUE,10016,2125761010
1517,LA NUEVA ESTRELLA BAR & RESTAURANT,BRONX,390,EAST  204 STREET,10467,7186534111
1518,KFC,BRONX,5625,BROADWAY,10463,7186010582
1519,TONY'S PIZZERIA,STATEN ISLAND,1307,ARTHUR KILL ROAD,10312,7182270700
1520,LEMONGRASS GRILL,BROOKLYN,156,COURT STREET,11201,7185229728
1521,ANGEL CANDY STORE,MANHATTAN,634,WEST  207 STREET,10034,2127420679
1522,CAPTAIN'S PIZZERIA AND RESTAURANT,BRONX,1056,MORRIS PARK AVE,10461,7188245036
1523,GREEK EXPRESS,BRONX,3733,RIVERDALE AVENUE,10463,7186014976
1524,SUBWAY,MANHATTAN,223,AVENUE B,10009,2122604206
1525,CREOLE PLATE,QUEENS,23306,MERRICK BLVD,11422,7183418566
1526,NEW  LUCK GARDEN,MANHATTAN,1954,AMSTERDAM AVE,10032,2122815691
1527,LUIGI PIZZA,MANHATTAN,304,8 AVENUE,10001,2122422259
1528,NEW BOE LEE,BRONX,741,LYDIG AVE,10462,7188222888
1529,CENTRAL CAFE SENECA,QUEENS,487,SENECA AVE,11385,9179023701
1530,SAKURA 6 JAPANESE CUISINE,BROOKLYN,837,MANHATTAN AVENUE,11222,7183497888
1531,ZONI CAFE,MANHATTAN,22,W 34TH ST,10001,2127369000
1532,BURGER KING,BRONX,961,E 174TH ST,10460,6468352890
1533,HEALTHY HENRY'S,QUEENS,9040,160TH ST,11432,3475007435
1534,SOFITEL NEW YORK,MANHATTAN,45,W 44TH ST,10036,2123548844
1535,RONG HUA CHINESE RESTAURANT,QUEENS,13119,JAMAICA AVENUE,11418,7184414031
1536,TEA SHOP 168 & BAKERY,QUEENS,5920,MAIN STREET,11355,7184600689
1537,LUCKY CAT,MANHATTAN,232,E 53RD ST,10022,2128385333
1538,OFF THE HOOKAH,QUEENS,25112,HILLSIDE AVENUE,11426,5163555505
1539,LEMON LEAVES,MANHATTAN,55,LIBERTY STREET,10005,2124252890
1540,POLLO D' ORO,BROOKLYN,306,GOLD ST,11201,7188558088
1541,BUDDY'S BURRITO & TACO BAR,BROOKLYN,260,COURT STREET,11231,7184888695
1542,WING BISTRO,MANHATTAN,1109,1ST AVE,10065,9174751153
1543,EL PASO TAQUERIA,MANHATTAN,64,EAST   97 STREET,10029,2129961739
1544,SUBWAY,BROOKLYN,273,UTICA AVE,11213,7183859100
1545,HOLEY CREAM,MANHATTAN,796,9 AVENUE,10019,2122478400
1546,CAFE 45,MANHATTAN,2,WEST   45 STREET,10036,2129974622
1547,HALYARDS,BROOKLYN,406,3 AVENUE,11215,7185328787
1548,NEW SUPER CHINA PAGODA,QUEENS,4720,30TH AVE,11103,7186260388
1549,MI PALENQUE,BRONX,524,BROOK AVENUE,10455,3475910645
1550,SZECHUAN KITCHEN,QUEENS,11202,SPRINGFIELD BLVD,11429,7182176118
1551,ELI'S TABLE,MANHATTAN,1411,3 AVENUE,10028,2127179798
1552,KENNEDY FRIED CHICKEN,BRONX,2310,GRAND CONCOURSE,10458,7183294139
1553,MTSKHETA CAFE,BROOKLYN,2568,86 STREET,11214,7186761868
1554,CARIBBEAN VIBES JAMAICAN RESTAURANT AND BAKERY,BROOKLYN,1436,NOSTRAND AVENUE,11226,3476639085
1555,SPRING FISH VILLAGE,QUEENS,13621,41ST AVE,11355,7189393633
1556,CABO RESTAURANT,STATEN ISLAND,96,PAGE AVENUE,10309,7189666766
1557,PENG SHUN RESTAURANT,QUEENS,13335,ROOSEVELT AVE,11354,6462501118
1558,"SUBWAY, PIZZA & BURGER UR WAY",BROOKLYN,528,CLARKSON AVENUE,11203,3476636004
1559,YIP'S RESTAURANT/JUICE VITALITY,MANHATTAN,18,BEAVER STREET,10004,2124809010
1560,GALLITOS MEXICAN URBAN KITCHEN,BROOKLYN,140,MONTAGUE ST,11201,7188554791
1561,LA COLOMBE,MANHATTAN,270,LAFAYETTE STREET,10012,2157761076
1562,FIG & OLIVE,MANHATTAN,808,LEXINGTON AVENUE,10065,2122074555
1563,ELITE FOOD BAR,MANHATTAN,325,EAST   48 STREET,10017,2122074000
1564,THE DISTRICT,MANHATTAN,1679,3 AVENUE,10128,2122892005
1565,PAPA JOHN'S,QUEENS,8953,FRANCIS LEWIS BLVD,11427,7182647272
1566,LEBRON RESTAURANT,BROOKLYN,1567A,PITKIN AVE,11212,7183429070
1567,NUTRIPAN #2,QUEENS,8844,SUTPHIN BLVD,11435,7186746590
1568,LA PARADA EXPRESS RESTAURANT,BROOKLYN,460,3RD AVE,11215,7189654800
1569,PEKING DUCK HOUSE,MANHATTAN,236,EAST   53 STREET,10022,2127598260
1570,CUPIDO'S RESTAURANT,BROOKLYN,609,SUTTER AVENUE,11207,3474999340
1571,BILLY'S PIZZA PASTA,BROOKLYN,1626,BEDFORD AVE,11225,7187597587
1572,LUCKY PIZZA,QUEENS,2714,BRIDGE PLAZA SOUTH,11101,7187849897
1573,HOLLOW NICKEL,BROOKLYN,494,ATLANTIC AVENUE,11217,3472363417
1574,THE VILLAGE TAVERN,MANHATTAN,46,BEDFORD STREET,10014,2127411935
1575,WINGSTOP,BROOKLYN,289,LIVINGSTON STREET,11217,7182609464
1576,696 GOURMET DELI,MANHATTAN,696,3 AVENUE,10017,2124907115
1577,VIN SUR VINGT,MANHATTAN,201,WEST   11 STREET,10014,2129244442
1578,DUKE'S,MANHATTAN,560,3 AVENUE,10016,2129495400
1579,HANAMI SUSHI,MANHATTAN,857,9TH AVE,10019,2122582999
1580,MOTORINO BROADWAY,BROOKLYN,139,BROADWAY,11211,7185998899
1581,DOMINO'S,MANHATTAN,2554,ADAM CLAYTON POWELL JR BOULEVARD,10039,2122831100
1582,BEVERLEY PIZZA & CAFE,BROOKLYN,358,E 2ND ST,11218,7184310222
1583,M SHANGHAI,BROOKLYN,292,GRAND ST,11211,7183849300
1584,LUCKY SIX HAPPY,QUEENS,1479,BEACH CHANNEL DRIVE,11691,7183372888
1585,SUPER SNACKS,QUEENS,4128,MAIN ST,11355,7188862294
1586,THE EVERGREEN,BROOKLYN,109,MOFFAT ST,11207,7184847399
1587,ANGELINA'S RISTORANTE,STATEN ISLAND,4446,MAIN STREET,10307,7182272900
1588,SACRED CHOW,MANHATTAN,227,SULLIVAN STREET,10012,2123370863
1589,STARBUCKS,MANHATTAN,731,LEXINGTON AVENUE,10022,2126440692
1590,THE JOLLY GOAT COFFEE BAR,MANHATTAN,515,W 47TH ST,10036,6465098957
1591,OVER THE EIGHT,BROOKLYN,594,UNION AVENUE,11211,3477253253
1592,DUKE'S,MANHATTAN,1596 1598,2ND  AVENUE,10028,2127172020
1593,BISTRO MILANO,MANHATTAN,1350,AVENUE OF THE AMERICAS,10019,2127572600
1594,MIGUEL'S JAMAICAN WEST INDIAN RESTAURANT,BROOKLYN,2315,STRAUSS STREET,11212,7183469037
1595,MY PIE,MANHATTAN,696,LEXINGTON AVENUE,10022,2123171850
1596,MADANGSUI,MANHATTAN,35,WEST   35 STREET,10001,2125649333
1597,JIMMY MAX RESTAURANT,STATEN ISLAND,280,WATCHOGUE ROAD,10314,7189836715
1598,LUCKY FORTUNE,STATEN ISLAND,3945,AMBOY RD,10308,7189841120
1599,EL-OMDA,QUEENS,3310,28 AVENUE,11103,7182049393
1600,SECRETS,QUEENS,24511,FRANCIS LEWIS BLVD,11422,7185250333
1601,SERVICE BAR 6,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182152828
1602,RICHMOND DINER,STATEN ISLAND,3954,RICHMOND AVENUE,10312,7183172331
1603,BOMBAY KITCHEN INDIAN CUISINE,BROOKLYN,733,KNICKERBOCKER AVENUE,11221,3479151888
1604,MASTRO'S STEAKHOUSE,MANHATTAN,1285,AVENUE OF THE AMERICAS,10019,2124591222
1605,CONGEE RESTAURANT,MANHATTAN,207,BOWERY,10002,2127662828
1606,ANGELA'S,BROOKLYN,417,NOSTRAND AVE,11216,7185522297
1607,STONE STREET TAVERN (@ 52 STONE ST),MANHATTAN,85,PEARL STREET,10004,2127855658
1608,LA RIVISTA RESTAURANT,MANHATTAN,313,WEST   46 STREET,10036,2122451707
1609,THE SKYLARK,MANHATTAN,530,FASHION AVE,10018,2122574577
1610,SAVOUR SICHUAN,MANHATTAN,108,W 39TH ST,10018,2122217237
1611,PADOCA BAKERY,MANHATTAN,359,E 68TH ST,10065,2123004543
1612,FRESH TO YOU,QUEENS,7509,WOODHAVEN BOULEVARD,11385,5168511731
1613,KENNEDY FRIED CHICKEN,BRONX,1798,WESTCHESTER AVE,10472,7186842455
1614,EAST NOODLE VILLAGE,MANHATTAN,85,CHRYSTIE ST,10002,2122191728
1615,GINO'S PIZZA,QUEENS,1038,BEACH   20 STREET,11691,7184716825
1616,EL AGUILA,MANHATTAN,1634,LEXINGTON AVENUE,10029,2124262221
1617,COLONY CLUB,MANHATTAN,564,PARK AVENUE,10065,2128384200
1618,SUPER KENNEDY'S CHICKEN & SANDWICH,BRONX,2370,UNIVERSITY AVE,10468,7183651000
1619,COUNTRY THYME CUISINE,BRONX,1455,EAST  222 STREET,10469,3479204276
1620,TAKE 31,MANHATTAN,15,EAST   31 STREET,10016,6463989990
1621,WILLIAMS & BAILEY,BROOKLYN,507,GRAND STREET,11211,7187823500
1622,750 MYRTLE DINER,BROOKLYN,750,MYRTLE AVE,11205,2017599585
1623,TAKASHI,MANHATTAN,456,HUDSON STREET,10014,2124142929
1624,SHANGERILA RESTAURANT,BRONX,289395,BUHRE AVENUE,10461,7188286080
1625,CITY SNOOKER POOL HOUSE,QUEENS,7532,BROADWAY,11373,6467337189
1626,NOURISH KITCHEN + TABLE,MANHATTAN,95,GREENWICH AVENUE,10014,2122426115
1627,DINOSAUR BAR-B-QUE,BROOKLYN,604,UNION STREET,11215,3474297030
1628,LUNA PIENA,MANHATTAN,243,EAST   53 STREET,10022,2123088882
1629,DOS CAMINOS THIRD,MANHATTAN,825,3 AVENUE,10022,2123365400
1630,ARROW,MANHATTAN,85,AVENUE A,10009,2126731775
1631,HUNTSPOINT CHINESE RESTAURANT,BRONX,901,SOUTHERN BOULEVARD,10459,7183782055
1632,IHOP,BRONX,961,EAST  174 STREET,10460,7188604467
1633,OUTBACK STEAKHOUSE,QUEENS,2348,BELL BOULEVARD,11360,7188190908
1634,EL CASTILLO DE YAQUE RESTAURANT,BROOKLYN,4606,FIFTH AVENUE,11220,7184395847
1635,O'SAKE JAPANESE RESTAURANT,QUEENS,263,BEACH  116 STREET,11694,7189458888
1636,COCO FRESH TEA & JUICE,MANHATTAN,12,JOHN ST,10038,9177700044
1637,HAGANE HIBACHI & JAPANESE GRILL,QUEENS,16102,CROSSBAY BOULEVARD,11414,7188358385
1638,EAST BROADWAY RESTAURANT,MANHATTAN,94,EAST BROADWAY,10002,2126251080
1639,T & G FLAVORS,QUEENS,22801,LINDEN BLVD,11411,7187122956
1640,NEW GARDEN RESTAURANT,QUEENS,4317,BEACH CHANNEL DR,11691,7183376015
1641,ORCHID DYNASTY RESTAURANT,BROOKLYN,7706,NEW UTRECHT AVE,11214,7188372017
1642,SUCCESS CHINESE FOOD,QUEENS,14209,FARMERS BLVD,11434,6465522396
1643,KENNEDY FRIED CHICKEN,BRONX,157,DREISER LOOP,10475,7186713636
1644,King Garden,QUEENS,14612,HILLSIDE AVE,11435,6463099956
1645,HING WON,MANHATTAN,48,W 48TH ST,10036,2127191451
1646,BY SUZETTE FRENCH CREPES,MANHATTAN,86,CHAMBERS ST,10007,2122276521
1647,SZECHUAN KITCHEN,MANHATTAN,1518,FIRST AVENUE,10075,2122494615
1648,CHOW,QUEENS,20503,35TH AVE,11361,3478368887
1649,THE DUPLEX,MANHATTAN,61,CHRISTOPHER STREET,10014,2122555438
1650,BG BAR/MEHANATA,MANHATTAN,113,LUDLOW STREET,10002,2126250981
1651,TENDER,MANHATTAN,130,W 47TH ST,10036,2125146000
1652,T.G.I. FRIDAY'S,STATEN ISLAND,280,MARSH AVENUE,10314,7189827801
1653,HANCO'S,BROOKLYN,350,7 AVENUE,11215,7184998081
1654,BROTHERS FISH MARKET,MANHATTAN,3845,BROADWAY,10032,2127811899
1655,THERAPY WINE BAR,BROOKLYN,364,LEWIS AVENUE,11233,7185130686
1656,GREAT JONES JUICE BAR,MANHATTAN,29,GREAT JONES STREET,10012,2125053185
1657,CIRO'S PIZZA,QUEENS,171,BEACH 116TH ST,11694,7186346800
1658,COCONUT PALM BAR AND GRILL,BRONX,2407,WESTCHESTER AVENUE,10461,7185978700
1659,DENNY'S,MANHATTAN,150,NASSAU ST,10038,2125665500
1660,CRAZY WILLYS BAR,QUEENS,11710,JAMAICA AVE,11418,7184415617
1661,PEHLAM BAY AND SPLIT ROCK GOLF COURSE,BRONX,870,SHORE ROAD,10464,7188851258
1662,BEN'S DELI,MANHATTAN,209,WEST   38 STREET,10018,2123982367
1663,JUJUBE TREE,QUEENS,3502,30TH AVE,11103,7185451888
1664,WEBSTER CAFE,BRONX,2873,WEBSTER AVENUE,10458,7187339634
1665,PYRAMIDS HOOKAH AND BAR,QUEENS,40-19,BELL BOULEVARD,11426,7187466524
1666,CHAN'S VILLAGE,BRONX,1328,METROPOLITAN AVENUE,10462,7184092333
1667,GOURMET SWEETS,BROOKLYN,1107,CONEY ISLAND AVE,11230,7184214100
1668,KAMBOAT BAKERY & CAFE,MANHATTAN,111,BOWERY,10002,2122741822
1669,BETWEEN THE BUN,QUEENS,131-03,101ST AVE,11419,7184806342
1670,GREGORYS COFFEE,MANHATTAN,1273,1ST AVE,10065,6464846122
1671,SUSHI KATSUEI,BROOKLYN,210,7TH AVE,11215,7187885338
1672,LEO'S DELI & GRILL,BROOKLYN,604,E 102ND ST,11236,3474629400
1673,El MESQUIETE,BROOKLYN,401,AVENUE P,11223,3476735506
1674,PIZZA HAVEN,MANHATTAN,4942,BROADWAY,10034,2125693720
1675,MUKEUNJI II,MANHATTAN,34,WEST   32 STREET,10001,2127360099
1676,WHITESTONE BAGEL FACTORY,QUEENS,2417,149 STREET,11357,7187627700
